Entry_ID,Domesticated,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,C4_Plant,Sampled_Element,Cultural_Horizon,Species,Site_Description,Genus,Absolute_Chronology,General_Category_or_Family.1,Modern_Country,cronologia,%C,%N,C:N,peso_mg,pre-treatment,contexto,method
515,yes,-23.7,4.6,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,dicoccum,Settlement,Triticum ,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
516,yes,-23.9,5.7,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,dicoccum,Settlement,Triticum ,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
517,yes,-24.1,5.1,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,dicoccum,Settlement,Triticum ,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
518,yes,-24.2,4.9,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
519,yes,-24.5,4.8,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
520,yes,-23.9,4.6,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
521,yes,-24.4,3.8,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
522,yes,-24.1,4.8,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
523,yes,-23.4,4.0,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
524,yes,-23.6,4.3,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
525,yes,-24.6,4.5,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
526,yes,-23.0,5.0,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
527,yes,-22.6,6.6,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
528,yes,-22.0,6.1,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,monococcum,Settlement,Triticum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
529,yes,-22.9,3.7,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,dicoccum,Settlement,Triticum ,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
530,yes,-10.6,8.3,40.640317,22.935272,Poaceae,yes,Seed,Late Bronze Age,milliaceum,Settlement,Panicum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
531,yes,-10.8,7.9,40.640317,22.935272,Poaceae,yes,Seed,Late Bronze Age,milliaceum,Settlement,Panicum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
532,yes,-11.1,8.0,40.640317,22.935272,Poaceae,yes,Seed,Late Bronze Age,milliaceum,Settlement,Panicum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
533,yes,-10.3,12.3,40.640317,22.935272,Poaceae,yes,Seed,Late Bronze Age,milliaceum,Settlement,Panicum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
534,yes,-22.1,3.5,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,sativus,Settlement,	Lathyrus,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
535,yes,-22.1,3.1,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,sativus,Settlement,	Lathyrus,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
536,yes,-22.8,2.5,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,sativus,Settlement,	Lathyrus,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
537,yes,-25.5,2.3,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,ervilia,Settlement,Vicia,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
538,yes,-23.3,3.1,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,ervilia,Settlement,Vicia,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
539,yes,-24.3,1.4,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,ervilia,Settlement,Vicia,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
540,yes,-26.4,2.4,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,ervilia,Settlement,Vicia,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
541,yes,-26.1,1.7,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,ervilia,Settlement,Vicia,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
542,yes,-24.6,2.6,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,culinaris,Settlement,Lens,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
543,yes,-23.6,2.4,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,culinaris,Settlement,Lens,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
544,yes,-24.6,2.9,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,culinaris,Settlement,Lens,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
545,yes,-24.3,1.9,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,culinaris,Settlement,Lens,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
546,yes,-23.0,2.6,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,culinaris,Settlement,Lens,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
547,yes,-22.8,2.7,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,culinaris,Settlement,Lens,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
548,yes,-24.0,2.4,40.640317,22.935272,Fabaceae,no,Seed,Middle Bronze Age,culinaris,Settlement,Lens,2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Greece,,,,,,,,
549,yes,-24.6,10.5,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
550,yes,-24.1,8.4,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
551,yes,-24.1,10.2,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
552,yes,-23.5,4.5,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
553,yes,-24.7,4.9,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
554,yes,-23.8,8.6,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
555,yes,-23.5,10.9,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
556,yes,-24.0,10.7,40.640317,22.935272,Poaceae,no,Seed,Late Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
557,yes,-24.4,4.0,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
558,yes,-23.7,4.1,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
559,yes,-24.9,6.5,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
560,yes,-23.9,4.9,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
561,yes,-24.8,6.6,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
562,yes,-24.8,6.8,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
563,yes,-25.4,5.2,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
564,yes,-24.8,6.8,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
565,yes,-22.8,7.1,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
566,yes,-24.7,4.3,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
567,yes,-25.2,6.3,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
568,yes,-25.0,5.7,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
569,yes,-25.2,7.2,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
570,yes,-25.1,7.5,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
571,yes,-24.6,8.0,40.640317,22.935272,Poaceae,no,Seed,Middle Bronze Age,vulgare,Settlement,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
572,yes,-10.7,7.7,40.640317,22.935272,Poaceae,yes,Seed,Late Bronze Age,milliaceum,Settlement,Panicum,2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Greece,,,,,,,,
574,yes,,,38.4527,23.2045,Oleaceae,no,Leaf ; Branch ; Flower ; Seed,,europaea,Cave,Olea ,,Oleaceae,Greece,,,,,,,,
578,yes,-23.7,,43.568056,3.903333,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
579,yes,-22.1,,43.568057,3.903334,Fabaceae,no,,Greek,faba,urban,Vicia,500 BCE - 0,Fabaceae,France,,,,,,,,
580,yes,-22.7,,43.568058,3.903335,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
581,yes,-24.6,,43.568059,3.903336,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
582,yes,-23.2,,43.56806,3.903337,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
583,yes,-24.2,,43.568061,3.903338,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
584,yes,-24.3,,43.568062,3.903339,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
585,yes,-24.9,,43.568063,3.90334,Poaceae,no,,Greek,monococcum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
586,yes,-21.9,,43.568064,3.903341,Fabaceae,no,,Greek,culinaris,urban,Lens,500 BCE - 0,Fabaceae,France,,,,,,,,
587,yes,-23.3,,43.568065,3.903342,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
588,yes,-23.9,,43.568066,3.903343,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
589,yes,-23.6,,43.568067,3.903344,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
590,yes,-23.2,,43.568068,3.903345,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
591,yes,-23.8,,43.568069,3.903346,Poaceae,no,,Greek,dicoccum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
592,yes,-23.7,,43.56807,3.903347,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
593,yes,,5.1,43.568071,3.903348,Poaceae,no,,Greek,dicoccum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
594,yes,-23.4,7.6,43.568072,3.903349,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
595,yes,-22.4,5.2,43.568073,3.90335,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
596,yes,-23.8,7.7,43.568074,3.903351,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
597,yes,-10.8,,43.568075,3.903352,Poaceae,yes,,Greek,miliaceum,urban,Panicum,500 BCE - 0,Poaceae,France,,,,,,,,
599,yes,-23.0,8.1,43.568077,3.903354,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
600,yes,-23.3,5.4,43.568078,3.903355,Poaceae,no,,Greek,dicoccum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
601,yes,-23.7,4.1,43.568079,3.903356,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
602,yes,-23.3,2.4,43.56808,3.903357,Fabaceae,no,,Greek,sativum,urban,Pisum,500 BCE - 0,Fabaceae,France,,,,,,,,
604,yes,-24.2,6.7,43.568082,3.903359,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
605,yes,-22.6,5.7,43.568083,3.90336,Poaceae,no,,Greek,dicoccum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
606,yes,-23.2,4.7,43.568084,3.903361,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
607,yes,-23.4,5.8,43.568085,3.903362,Poaceae,no,,Greek,dicoccum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
608,yes,-24.6,7.5,43.568086,3.903363,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
609,yes,-10.9,8.7,43.568087,3.903364,Poaceae,yes,,Greek,miliaceum,urban,Panicum,500 BCE - 0,Poaceae,France,,,,,,,,
610,yes,-23.2,4.9,43.568088,3.903365,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
611,yes,-23.7,3.1,43.568089,3.903366,Fabaceae,no,,Greek,sativum,urban,Pisum,500 BCE - 0,Fabaceae,France,,,,,,,,
612,yes,-24.2,1.4,43.56809,3.903367,Fabaceae,no,,Greek,faba,urban,Vicia,500 BCE - 0,Fabaceae,France,,,,,,,,
613,yes,-10.7,,43.568091,3.903368,Poaceae,yes,,Greek,italica,urban,Setaria,500 BCE - 0,Poaceae,France,,,,,,,,
614,yes,-24.6,6.2,43.568092,3.903369,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
615,yes,-24.3,2.3,43.568093,3.90337,Fabaceae,no,,Greek,ervilia,urban,Vicia,500 BCE - 0,Fabaceae,France,,,,,,,,
616,yes,-23.6,6.0,43.568094,3.903371,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
617,yes,-24.6,,43.568095,3.903372,Poaceae,no,,Greek,vulgare,urban,Hordeum,500 BCE - 0,Poaceae,France,,,,,,,,
618,yes,-22.9,,43.568096,3.903373,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
619,yes,-22.8,4.4,43.568097,3.903374,Poaceae,no,,Greek,dicoccum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
621,yes,-23.6,,43.568099,3.903376,Poaceae,no,,Greek,aestivum,urban,Triticum,500 BCE - 0,Poaceae,France,,,,,,,,
622,yes,-25.4,0.4,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
623,yes,-25.0,2.0,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
624,yes,-25.1,1.4,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
625,yes,-24.4,1.2,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
626,yes,-25.0,1.4,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
627,yes,-25.3,1.2,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
628,yes,-24.4,1.5,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
629,yes,-26.0,1.6,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
630,yes,-25.3,1.3,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
631,yes,-24.0,1.3,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
632,yes,-27.4,1.6,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
633,yes,-26.0,2.0,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
634,yes,-24.9,1.2,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
635,yes,-24.7,1.5,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
636,yes,-24.6,1.3,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
637,yes,-24.7,1.3,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
638,yes,-24.8,3.2,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
639,yes,-23.5,2.1,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
640,yes,-23.4,2.5,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
641,yes,-26.1,1.5,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
642,yes,-24.6,2.1,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
643,yes,-23.9,1.3,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
644,yes,-25.2,0.1,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
645,yes,-25.1,1.8,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
646,yes,-24.7,0.9,41.496667,13.489629,Fabaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Cave,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Italy,,,,,,,,
647,yes,-22.9,3.5,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,vulgare,Cave,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
648,yes,-25.2,1.6,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,vulgare,Cave,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
649,yes,-23.1,2.2,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,vulgare,Cave,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
650,yes,-23.0,2.2,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Cave,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
651,yes,-23.4,1.3,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Cave,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
652,yes,-23.4,2.9,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Cave,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
653,yes,-22.4,2.0,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Cave,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
654,yes,-23.1,3.2,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Cave,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
655,yes,-23.4,3.3,41.496667,13.489629,Poaceae,no,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Cave,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Italy,,,,,,,,
