Entry_ID,Domesticated,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,C4_Plant,Sampled_Element,Cultural_Horizon,Species,Site_Description,Genus,Absolute_Chronology,General_Category_or_Family.1,Modern_Country,cronologia,%C,%N,C:N,peso_mg,pre-treatment,contexto,method
2494,yes,-24.6,4.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2495,yes,-24.8,-3.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2496,yes,-24.7,-4.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2497,yes,-23.5,3.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2498,yes,-23.4,3.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2499,yes,-23.3,-0.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2500,yes,-23.3,-0.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2501,yes,-23.4,-0.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2502,yes,-23.6,3.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2503,yes,-23.5,3.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2504,yes,-24.1,1.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2505,yes,-23.9,1.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2506,yes,,1.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2507,yes,-24.4,0.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2508,yes,-24.8,-0.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2509,yes,-24.9,-0.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2510,yes,-24.9,3.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2511,yes,-24.8,3.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2512,yes,-24.5,3.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2513,yes,-23.7,5.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2514,yes,-23.7,6.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2515,yes,-23.0,4.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2516,yes,-23.2,4.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2517,yes,-23.2,4.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2518,yes,-23.9,8.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2519,yes,-23.8,7.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2520,yes,-23.7,8.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2521,yes,-23.0,2.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2522,yes,-22.9,2.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2523,yes,-24.0,4.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2524,yes,-24.0,4.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2525,yes,-23.4,0.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2526,yes,-23.8,0.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2527,yes,-24.0,3.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2528,yes,-23.9,4.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2529,yes,-23.7,2.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2530,yes,-23.8,1.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2531,yes,-23.2,0.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2532,yes,-23.3,0.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2533,yes,-23.7,3.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2534,yes,-23.5,2.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2535,yes,-22.2,1.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2536,yes,-22.4,1.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2537,yes,-24.1,-1.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2538,yes,-24.0,-0.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2539,yes,-23.9,2.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2540,yes,-23.7,3.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2541,yes,-25.3,-0.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2542,yes,-25.5,-0.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2543,yes,-24.5,-0.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2544,yes,-24.4,-1.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2545,yes,-25.1,0.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2546,yes,-25.1,0.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2547,yes,-22.9,-0.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2548,yes,-22.7,0.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2549,yes,-25.3,2.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2550,yes,-25.1,3.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2551,yes,-24.9,2.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2552,yes,-25.0,3.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2553,yes,-24.0,3.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2554,yes,-23.8,3.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2555,yes,-24.4,0.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2556,yes,-24.4,0.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2557,yes,-24.1,2.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2558,yes,-24.0,2.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2559,yes,-23.3,1.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2560,yes,-23.2,1.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2561,yes,-23.4,1.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2562,yes,-23.5,1.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2563,yes,-22.5,1.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2564,yes,-22.6,1.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2565,yes,-24.2,2.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2566,yes,-23.9,3.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2567,yes,-22.6,3.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2568,yes,-22.7,2.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2569,yes,,,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2570,yes,-23.7,3.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2571,yes,-24.0,3.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2572,yes,-23.8,3.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2573,yes,-22.5,3.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2574,yes,-22.6,2.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2575,yes,-23.7,2.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2576,yes,-23.8,2.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2577,yes,-23.2,1.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2578,yes,-23.3,2.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2579,yes,-23.3,1.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2580,yes,-23.3,1.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2581,yes,-23.3,1.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2582,yes,-23.1,1.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2583,yes,-23.3,-0.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2584,yes,-24.6,0.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2585,yes,-24.6,1.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2586,yes,-24.2,1.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2587,yes,-25.0,1.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2588,yes,-22.7,2.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2589,yes,-24.4,2.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2590,yes,-24.5,2.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2591,yes,-22.8,3.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2592,yes,-21.8,3.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2593,yes,-23.0,3.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2594,yes,-24.1,0.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2595,yes,-24.1,-0.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2596,yes,-22.9,0.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2597,yes,-23.7,0.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2598,yes,-23.9,0.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2599,yes,-23.0,3.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2600,yes,-22.9,3.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2601,yes,-21.6,3.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2602,yes,-22.4,6.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2603,yes,-22.3,6.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2604,yes,-22.4,6.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2605,yes,-22.2,3.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2606,yes,-22.0,2.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2607,yes,-22.0,3.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2608,yes,-22.0,2.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2609,yes,-21.9,2.9,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2610,yes,-23.1,1.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2611,yes,-23.1,1.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2612,yes,-23.0,1.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2613,yes,-24.1,2.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2614,yes,-23.9,2.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2615,yes,-23.9,2.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2616,yes,-22.8,2.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2617,yes,-22.7,2.4,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2618,yes,-22.5,2.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2619,yes,-23.3,1.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2620,yes,-22.8,0.3,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2621,yes,-23.2,0.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2622,yes,-22.3,2.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2623,yes,-21.9,1.6,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2624,yes,-23.1,1.5,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2625,yes,-22.9,2.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2626,yes,-23.0,2.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2627,yes,-23.1,2.8,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2628,yes,-23.1,3.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2629,yes,-23.2,3.1,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2630,yes,-21.6,2.7,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2631,yes,-21.7,3.0,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2632,yes,-22.3,1.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2633,yes,-22.3,1.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,dicoccum,Polynucleated Settlement,Triticum ,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
2634,yes,-23.4,1.2,41.8857261,12.7156425,Poaceae,no,Charred Seed,Latial,vulgare,Polynucleated Settlement,Hordeum,1000 - 500 BCE,Poaceae,Italy,,,,,,,,
