IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,Chronological_Period_clean,Mediterranean_Basin
-24.9,-0.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.35,1.83,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-24.8,1.7,37.062972,22.420611,Late_Neolithic,Central_Med
-23.54,-0.14,33.216667,36.416667,Other,Eastern_Med
-22.4,8.6,29.32,-9.44,Other,Western_Med
-22.04,4.52,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.0,3.8,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-24.4,1.1,37.062972,22.420611,Late_Neolithic,Central_Med
-23.66,3.98,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.69,5.36,38.123229,27.147217,Chalcolithic,Eastern_Med
-23.5,0.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.4,2.0,41.496667,13.489629,Early_Bronze_Age,Central_Med
-22.4,2.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.0,10.7,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.1,1.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.3,2.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.4,-0.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
0.63,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-23.7,1.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,2.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.39,3.77,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-24.09,5.16,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-22.8,3.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.3,1.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.01,4.37,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-22.53,2.88,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.9,2.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.06,2.38,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.4,1.3,41.496667,13.489629,Early_Bronze_Age,Central_Med
-23.6,7.27,35.2994728,25.1616528,Neolithic,Eastern_Med
-24.16,1.8,38.285047,26.702271,Chalcolithic,Eastern_Med
-21.0,2.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.54,2.93,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.67,5.95,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.0,2.5,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-26.0,-1.4,35.1,38.9,Other,Eastern_Med
-22.4,4.9,37.062972,22.420611,Late_Neolithic,Central_Med
-23.0,2.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.5,0.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-27.7,1.4,34.95,-5.54,Other,Western_Med
-24.4,0.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.8,2.7,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.1,1.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.7,2.0,40.418422,22.591694,Late_Neolithic,Central_Med
-22.7,4.41,35.798885,36.798413,Early_Bronze_Age,Eastern_Med
-22.9,1.5,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.8,6.6,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.91,7.36,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.4,5.9,37.062972,22.420611,Late_Neolithic,Central_Med
-27.6,-1.5,34.990897,32.905029,Neolithic,Eastern_Med
-23.6,2.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.5,5.9,37.062972,22.420611,Late_Neolithic,Central_Med
-22.1,2.5,37.062972,22.420611,Late_Neolithic,Central_Med
-21.3,6.8,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-22.7,3.3,41.496667,13.489629,Early_Bronze_Age,Central_Med
-10.9,10.6,42.542984,-2.580537,Late_Iron_Age,Western_Med
-25.7,0.8,43.894131,5.114862,Late_Neolithic,Western_Med
-22.49,2.18,38.285047,26.702271,Chalcolithic,Eastern_Med
-25.4,0.4,41.496667,13.489629,Early_Bronze_Age,Central_Med
-24.1,5.1,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.4,3.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.11,1.46,38.285047,26.702271,Chalcolithic,Eastern_Med
-10.8,9.8,42.542984,-2.580537,Late_Iron_Age,Western_Med
-22.2,3.4,43.38296,5.164636,Late_Neolithic,Western_Med
-22.3,6.7,42.542984,-2.580537,Late_Iron_Age,Western_Med
-23.12,4.86,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.8,2.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,3.2,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.6,3.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.01,2.12,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.3,5.2,37.062972,22.420611,Late_Neolithic,Central_Med
-22.41,5.68,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.3,-0.2,35.272222,38.85,Other,Eastern_Med
-22.9,5.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.16,-2.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.8,2.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.8,3.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.4,1.2,37.062972,22.420611,Late_Neolithic,Central_Med
-23.58,9.39,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.0,3.7,37.611667,14.226111,Early_Bronze_Age,Central_Med
-23.15,3.75,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.6,2.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.32,2.0,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.7,5.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-10.3,7.4,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.9,2.2,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.9,1.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.4,0.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.4,6.7,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-23.85,5.3,38.123229,27.147217,Chalcolithic,Eastern_Med
-24.7,0.2,37.062972,22.420611,Late_Neolithic,Central_Med
-23.1,1.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.2,6.3,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.07,6.17,35.2994728,25.1616528,Neolithic,Eastern_Med
-24.6,2.05,36.372222,37.530278,Other,Eastern_Med
-23.0,0.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.1,2.03,34.601389,37.101944,Other,Eastern_Med
-22.5,2.2,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-24.8,-3.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.0,6.1,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.0,4.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.2,-1.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,4.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.6,1.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.5,0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.6,4.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.36,3.22,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
0.63,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-22.4,5.2,43.568073,3.90335,Late_Iron_Age,Western_Med
-24.0,2.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.25,3.21,38.285047,26.702271,Chalcolithic,Eastern_Med
-20.06,6.74,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.36,1.2,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-23.91,-1.2,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.6,1.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.1,1.2,40.418422,22.591694,Late_Neolithic,Central_Med
-21.9,1.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-10.8,7.9,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-10.8,6.3,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.6,1.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.7,1.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.5,2.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.3,-1.8,32.822222,36.687222,Other,Eastern_Med
-21.77,2.78,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.4,1.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.12,4.57,35.798885,36.798413,Early_Bronze_Age,Eastern_Med
-24.05,3.98,38.123229,27.147217,Chalcolithic,Eastern_Med
-23.2,6.63,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.76,0.06,38.285047,26.702271,Chalcolithic,Eastern_Med
-28.2,1.4,34.95,-5.54,Other,Western_Med
-24.4,1.2,41.496667,13.489629,Early_Bronze_Age,Central_Med
-23.98,-2.9,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-22.69,4.77,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-24.7,1.5,41.496667,13.489629,Early_Bronze_Age,Central_Med
-21.7,2.3,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-23.9,2.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.7,11.7,43.38296,5.164636,Late_Neolithic,Western_Med
-22.7,0.31,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.9,3.9,34.990897,32.905029,Neolithic,Eastern_Med
-22.3,3.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.05,4.4,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.5,0.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.7,2.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-25.0,-0.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.1,3.2,41.496667,13.489629,Early_Bronze_Age,Central_Med
-22.7,5.6,29.35,-9.43,Other,Western_Med
-23.1,7.1,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-23.5,10.9,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-22.4,3.2,41.496667,13.489629,Early_Bronze_Age,Central_Med
0.64,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-22.9,3.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.46,1.4,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-27.4,1.6,41.496667,13.489629,Early_Bronze_Age,Central_Med
-21.6,5.1,42.542984,-2.580537,Late_Iron_Age,Western_Med
-22.6,1.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.2,5.6,37.062972,22.420611,Late_Neolithic,Central_Med
-21.75,3.76,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-25.1,3.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.5,2.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.43,2.96,38.123229,27.147217,Chalcolithic,Eastern_Med
-22.8,1.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.1,1.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.33,3.99,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-23.8,2.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.5,0.3,37.062972,22.420611,Late_Neolithic,Central_Med
-23.0,2.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.8,2.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-20.93,2.08,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-23.1,5.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.6,10.5,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.8,7.7,43.568074,3.903351,Late_Iron_Age,Western_Med
-24.4,5.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
0.13,0.08,35.29848,25.159555,Neolithic,Eastern_Med
-24.0,1.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.61,2.42,38.123229,27.147217,Chalcolithic,Eastern_Med
-23.64,-0.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-21.87,0.25,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.6,2.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.8,2.3,44.413343,9.162563,Chalcolithic,Western_Med
-23.7,3.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.91,-1.7,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-21.04,8.07,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.8,-0.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.7,-0.1,36.400556,39.279167,Other,Eastern_Med
-24.8,6.8,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-22.11,0.07,38.285047,26.702271,Chalcolithic,Eastern_Med
-25.1,4.2,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
0.64,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-23.8,-1.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.35,3.2,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.6,3.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.5,0.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.7,2.3,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.41,2.54,38.123229,27.147217,Chalcolithic,Eastern_Med
-23.5,4.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.26,2.81,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.78,4.1,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.2,5.7,35.2994728,25.1616528,Neolithic,Eastern_Med
-22.6,3.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.65,1.37,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-24.2,4.2,37.062972,22.420611,Late_Neolithic,Central_Med
-25.4,1.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.7,2.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.4,4.0,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-22.69,4.78,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-23.39,1.43,38.285047,26.702271,Chalcolithic,Eastern_Med
0.12,0.08,35.29848,25.159555,Neolithic,Eastern_Med
-22.4,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.66,2.7,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.5,4.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.12,1.97,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-24.3,3.9,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
0.64,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-23.8,0.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.8,10.5,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-25.5,1.6,40.418422,22.591694,Late_Neolithic,Central_Med
-23.36,0.93,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.6,0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.93,2.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-21.56,4.23,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-22.8,3.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.4,6.2,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-23.93,-0.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-26.06,0.01,34.98031,33.202905,Other,Eastern_Med
-23.2,0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.4,1.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.14,5.46,38.285047,26.702271,Chalcolithic,Eastern_Med
-24.8,2.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.0,7.0,37.062972,22.420611,Late_Neolithic,Central_Med
-23.5,0.4,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.1,2.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.2,0.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.3,1.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.6,3.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.7,0.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.4,5.2,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.6,0.9,40.418397,22.591694,Late_Neolithic,Central_Med
-22.3,3.3,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.6,3.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.0,1.3,41.496667,13.489629,Early_Bronze_Age,Central_Med
-24.0,1.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.2,2.3,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-24.4,0.83,34.990897,32.905029,Neolithic,Eastern_Med
-24.54,1.37,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-22.44,5.58,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.3,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.11,2.67,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.7,-0.5,35.272222,38.85,Other,Eastern_Med
-23.76,4.35,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.9,-1.3,37.062972,22.420611,Late_Neolithic,Central_Med
-23.8,1.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.3,3.5,43.894131,5.114862,Late_Neolithic,Western_Med
-24.8,3.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.9,-0.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.6,2.4,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.1,1.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.8,0.2,37.062972,22.420611,Late_Neolithic,Central_Med
-23.5,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.27,2.75,38.285047,26.702271,Chalcolithic,Eastern_Med
-24.6,8.0,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-21.27,2.73,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-21.8,-0.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.43,1.03,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.9,2.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.2,0.1,41.496667,13.489629,Early_Bronze_Age,Central_Med
-23.5,1.9,41.496667,13.489629,Early_Bronze_Age,Central_Med
-24.0,1.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.8,2.01,34.735833,36.716667,Other,Eastern_Med
-20.91,1.61,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.83,6.02,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.28,-3.0,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-24.75,1.12,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.35,6.08,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-21.6,2.6,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-24.1,0.1,40.418422,22.591694,Late_Neolithic,Central_Med
-24.7,7.4,29.38,-9.43,Other,Western_Med
-22.4,6.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.1,2.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.5,4.9,43.38296,5.164636,Late_Neolithic,Western_Med
-23.4,2.5,41.496667,13.489629,Early_Bronze_Age,Central_Med
-22.7,2.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.86,0.98,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.75,2.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-24.53,3.9,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-21.9,1.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.1,1.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.11,4.61,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-11.1,8.0,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.0,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.3,1.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.05,3.33,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.3,7.5,42.542984,-2.580537,Late_Iron_Age,Western_Med
-23.7,10.4,29.38,-9.43,Other,Western_Med
-24.3,5.2,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-23.64,0.1,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-21.7,7.9,42.542984,-2.580537,Late_Iron_Age,Western_Med
-23.8,6.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.4,1.3,40.418422,22.591694,Late_Neolithic,Central_Med
-24.09,4.1,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-22.4,3.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.34,6.58,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-23.3,2.0,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.53,0.9,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.6,6.6,29.35,-9.43,Other,Western_Med
-22.4,2.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.5,0.5,37.062972,22.420611,Late_Neolithic,Central_Med
-23.4,5.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.36,2.61,38.123229,27.147217,Chalcolithic,Eastern_Med
-22.1,2.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.7,3.03,38.123229,27.147217,Chalcolithic,Eastern_Med
-22.0,3.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.9,4.6,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-22.65,3.51,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.67,3.22,38.123229,27.147217,Chalcolithic,Eastern_Med
-24.9,1.2,41.496667,13.489629,Early_Bronze_Age,Central_Med
-24.0,5.9,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-23.2,-0.3,35.083333,38.916667,Other,Eastern_Med
-21.93,6.01,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
0.64,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-24.0,4.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.75,0.31,35.0214054,33.2525979,Other,Eastern_Med
-22.01,0.2,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-24.5,-0.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.8,2.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.1,3.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.92,9.0,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.25,6.23,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-24.7,4.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.58,0.4,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.76,4.28,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.1,2.83,38.123229,27.147217,Chalcolithic,Eastern_Med
-21.9,0.43,38.285047,26.702271,Chalcolithic,Eastern_Med
-24.55,-0.48,32.822222,36.687222,Other,Eastern_Med
-22.0,2.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.6,4.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.0,-1.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.8,5.1,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-24.42,1.98,35.2994728,25.1616528,Neolithic,Eastern_Med
-22.97,2.49,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-24.26,1.06,38.285047,26.702271,Chalcolithic,Eastern_Med
-24.9,1.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.76,5.5,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.7,3.3,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.2,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.73,2.0,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-20.7,0.85,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.9,5.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.4,2.5,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.2,1.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.8,2.1,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-24.6,0.9,40.418422,22.591694,Late_Neolithic,Central_Med
-23.84,3.47,38.123229,27.147217,Chalcolithic,Eastern_Med
-24.1,0.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.7,12.5,29.24,-9.19,Other,Western_Med
-22.78,4.01,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.4,1.2,37.062972,22.420611,Late_Neolithic,Central_Med
-23.5,-0.1,35.033333,35.9,Other,Eastern_Med
-22.86,4.11,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.3,-0.4,37.062972,22.420611,Late_Neolithic,Central_Med
-23.5,4.5,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.4,1.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.29,8.15,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.9,6.0,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.0,-0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.9,0.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.74,0.7,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.1,3.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.2,0.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.7,3.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
0.63,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-23.9,1.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.6,2.86,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.1,4.6,43.446908,5.685143,Chalcolithic,Western_Med
-23.1,4.3,43.38296,5.164636,Late_Neolithic,Western_Med
-10.4,5.0,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.9,2.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
