Entry_ID,Archaeological_Site,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,Sampled_Element,Cultural_Horizon,Species,Genus,Absolute_Chronology,Modern_Country,Mediterranean_Basin,Fecha_Min_BP_corr,Fecha_Max_BP_corr,Chronological_Period_corr,Chronological_Period_clean,Cereal
2393,Gabii,-24.8,2.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2394,Gabii,-23.5,0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2395,Gabii,-23.4,0.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2396,Gabii,-23.5,0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2397,Gabii,-24.5,-0.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2398,Gabii,-24.9,-0.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2399,Gabii,-24.3,-0.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2400,Gabii,-24.0,-0.9,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2401,Gabii,-22.8,1.9,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2402,Gabii,-22.8,2.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2403,Gabii,-22.7,1.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2404,Gabii,-22.8,0.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2405,Gabii,-22.7,0.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2406,Gabii,-22.8,-0.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2407,Gabii,-24.9,-1.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2408,Gabii,-24.9,-1.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2409,Gabii,-24.3,-0.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2410,Gabii,-24.4,1.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2411,Gabii,-24.7,0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2412,Gabii,-25.7,1.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2413,Gabii,-25.3,0.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2414,Gabii,-24.2,-1.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2415,Gabii,-24.4,-0.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2416,Gabii,-24.0,1.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2417,Gabii,-24.4,0.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2418,Gabii,-24.2,0.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2419,Gabii,-23.2,0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2420,Gabii,-23.1,0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2421,Gabii,-24.1,1.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2422,Gabii,-24.3,1.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2423,Gabii,-24.6,2.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2424,Gabii,-24.2,1.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2425,Gabii,-24.7,1.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2426,Gabii,-24.5,0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2427,Gabii,-24.1,0.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2428,Gabii,-23.7,-0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2429,Gabii,-24.2,-0.1,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2430,Gabii,-24.1,1.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2431,Gabii,-24.3,1.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2432,Gabii,-23.8,0.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2433,Gabii,-23.6,0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2434,Gabii,-24.3,-0.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2435,Gabii,-24.1,0.1,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2436,Gabii,-24.2,2.1,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2437,Gabii,-24.1,1.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2438,Gabii,-24.3,1.9,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2439,Gabii,-24.5,0.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2440,Gabii,-24.7,0.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2441,Gabii,-23.0,0.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2442,Gabii,-23.3,1.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2443,Gabii,-23.6,1.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2444,Gabii,-23.5,1.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2445,Gabii,-23.6,0.9,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2446,Gabii,-23.7,4.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2447,Gabii,-23.0,4.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2448,Gabii,-22.9,5.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2449,Gabii,-23.2,5.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2450,Gabii,-24.0,2.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2451,Gabii,-23.9,2.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2452,Gabii,-23.9,2.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2453,Gabii,-23.0,3.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2454,Gabii,-23.1,3.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2455,Gabii,-22.1,2.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2456,Gabii,-22.1,2.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2457,Gabii,-24.3,1.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2458,Gabii,-24.0,1.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2459,Gabii,-25.6,-0.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2462,Gabii,-22.4,3.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2463,Gabii,-23.8,2.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2464,Gabii,-23.8,2.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2465,Gabii,-23.4,2.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2466,Gabii,-23.7,2.9,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2467,Gabii,-24.1,2.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2468,Gabii,-24.1,2.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2469,Gabii,-23.9,2.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2470,Gabii,-23.4,3.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2471,Gabii,-23.6,3.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2472,Gabii,-24.5,1.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2473,Gabii,-24.5,1.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2474,Gabii,-25.1,-0.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2475,Gabii,-25.0,-0.1,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2476,Gabii,-23.5,4.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2477,Gabii,-23.5,4.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2478,Gabii,-23.9,-0.1,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2479,Gabii,-23.9,-0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2480,Gabii,-23.8,1.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2481,Gabii,-24.1,1.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2482,Gabii,-24.0,1.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2483,Gabii,-22.5,4.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2484,Gabii,-22.6,4.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2485,Gabii,-22.0,-1.1,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2486,Gabii,-22.2,-1.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2487,Gabii,-21.8,-0.9,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2488,Gabii,-24.0,3.1,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2489,Gabii,-23.9,3.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2490,Gabii,-24.0,2.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2491,Gabii,-24.7,0.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2492,Gabii,-24.5,0.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2493,Gabii,-24.8,4.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2494,Gabii,-24.6,4.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2495,Gabii,-24.8,-3.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2496,Gabii,-24.7,-4.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2497,Gabii,-23.5,3.9,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2498,Gabii,-23.4,3.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2499,Gabii,-23.3,-0.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2500,Gabii,-23.3,-0.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2501,Gabii,-23.4,-0.2,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2502,Gabii,-23.6,3.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2503,Gabii,-23.5,3.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2504,Gabii,-24.1,1.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2505,Gabii,-23.9,1.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2507,Gabii,-24.4,0.8,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2508,Gabii,-24.8,-0.6,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2509,Gabii,-24.9,-0.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2510,Gabii,-24.9,3.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2511,Gabii,-24.8,3.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2512,Gabii,-24.5,3.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2513,Gabii,-23.7,5.7,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2514,Gabii,-23.7,6.0,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,vulgare,Hordeum,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,barley
2515,Gabii,-23.0,4.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2516,Gabii,-23.2,4.5,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2517,Gabii,-23.2,4.3,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
2518,Gabii,-23.9,8.4,41.8857261,12.7156425,Poaceae,Charred Seed,Latial,dicoccum,Triticum ,1000 - 500 BCE,Italy,Central_Med,2950.0,2450.0,Iron_Age_Late,Late_Iron_Age,wheat
