Entry_ID,Archaeological_Site,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,Sampled_Element,Cultural_Horizon,Species,Genus,Absolute_Chronology,Modern_Country,Mediterranean_Basin,Fecha_Min_BP_corr,Fecha_Max_BP_corr,Chronological_Period_corr,Chronological_Period_clean,Cereal
555,Thessaloniki Toumba,-23.5,10.9,40.640317,22.935272,Poaceae,Seed,Late Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
556,Thessaloniki Toumba,-24.0,10.7,40.640317,22.935272,Poaceae,Seed,Late Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
557,Thessaloniki Toumba,-24.4,4.0,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
558,Thessaloniki Toumba,-23.7,4.1,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
559,Thessaloniki Toumba,-24.9,6.5,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
560,Thessaloniki Toumba,-23.9,4.9,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
561,Thessaloniki Toumba,-24.8,6.6,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
562,Thessaloniki Toumba,-24.8,6.8,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
563,Thessaloniki Toumba,-25.4,5.2,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
564,Thessaloniki Toumba,-24.8,6.8,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
565,Thessaloniki Toumba,-22.8,7.1,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
566,Thessaloniki Toumba,-24.7,4.3,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
567,Thessaloniki Toumba,-25.2,6.3,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
568,Thessaloniki Toumba,-25.0,5.7,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
569,Thessaloniki Toumba,-25.2,7.2,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
570,Thessaloniki Toumba,-25.1,7.5,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
571,Thessaloniki Toumba,-24.6,8.0,40.640317,22.935272,Poaceae,Seed,Middle Bronze Age,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
572,Thessaloniki Toumba,-10.7,7.7,40.640317,22.935272,Poaceae,Seed,Late Bronze Age,milliaceum,Panicum,2000 - 1500 BCE ; 1500 - 1000 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,other
594,Lattara,-23.4,7.6,43.568072,3.903349,Poaceae,,Greek,vulgare,Hordeum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,barley
595,Lattara,-22.4,5.2,43.568073,3.90335,Poaceae,,Greek,aestivum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
596,Lattara,-23.8,7.7,43.568074,3.903351,Poaceae,,Greek,vulgare,Hordeum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,barley
599,Lattara,-23.0,8.1,43.568077,3.903354,Poaceae,,Greek,aestivum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
600,Lattara,-23.3,5.4,43.568078,3.903355,Poaceae,,Greek,dicoccum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
601,Lattara,-23.7,4.1,43.568079,3.903356,Poaceae,,Greek,aestivum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
602,Lattara,-23.3,2.4,43.56808,3.903357,Fabaceae,,Greek,sativum,Pisum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,other
604,Lattara,-24.2,6.7,43.568082,3.903359,Poaceae,,Greek,vulgare,Hordeum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,barley
605,Lattara,-22.6,5.7,43.568083,3.90336,Poaceae,,Greek,dicoccum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
606,Lattara,-23.2,4.7,43.568084,3.903361,Poaceae,,Greek,aestivum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
607,Lattara,-23.4,5.8,43.568085,3.903362,Poaceae,,Greek,dicoccum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
608,Lattara,-24.6,7.5,43.568086,3.903363,Poaceae,,Greek,vulgare,Hordeum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,barley
609,Lattara,-10.9,8.7,43.568087,3.903364,Poaceae,,Greek,miliaceum,Panicum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,other
610,Lattara,-23.2,4.9,43.568088,3.903365,Poaceae,,Greek,aestivum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
611,Lattara,-23.7,3.1,43.568089,3.903366,Fabaceae,,Greek,sativum,Pisum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,other
612,Lattara,-24.2,1.4,43.56809,3.903367,Fabaceae,,Greek,faba,Vicia,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,other
614,Lattara,-24.6,6.2,43.568092,3.903369,Poaceae,,Greek,vulgare,Hordeum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,barley
615,Lattara,-24.3,2.3,43.568093,3.90337,Fabaceae,,Greek,ervilia,Vicia,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,other
616,Lattara,-23.6,6.0,43.568094,3.903371,Poaceae,,Greek,vulgare,Hordeum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,barley
619,Lattara,-22.8,4.4,43.568097,3.903374,Poaceae,,Greek,dicoccum,Triticum,500 BCE - 0,France,Western_Med,2550.0,2350.0,Iron_Age_Late,Late_Iron_Age,wheat
622,Pastena cave,-25.4,0.4,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
623,Pastena cave,-25.0,2.0,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
624,Pastena cave,-25.1,1.4,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
625,Pastena cave,-24.4,1.2,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
626,Pastena cave,-25.0,1.4,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
627,Pastena cave,-25.3,1.2,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
628,Pastena cave,-24.4,1.5,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
629,Pastena cave,-26.0,1.6,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
630,Pastena cave,-25.3,1.3,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
631,Pastena cave,-24.0,1.3,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
632,Pastena cave,-27.4,1.6,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
633,Pastena cave,-26.0,2.0,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
634,Pastena cave,-24.9,1.2,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
635,Pastena cave,-24.7,1.5,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
636,Pastena cave,-24.6,1.3,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
637,Pastena cave,-24.7,1.3,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
638,Pastena cave,-24.8,3.2,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
639,Pastena cave,-23.5,2.1,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
640,Pastena cave,-23.4,2.5,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
641,Pastena cave,-26.1,1.5,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
642,Pastena cave,-24.6,2.1,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
643,Pastena cave,-23.9,1.3,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
644,Pastena cave,-25.2,0.1,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
645,Pastena cave,-25.1,1.8,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
646,Pastena cave,-24.7,0.9,41.496667,13.489629,Fabaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,faba,Vicia,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
647,Pastena cave,-22.9,3.5,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
648,Pastena cave,-25.2,1.6,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
649,Pastena cave,-23.1,2.2,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
650,Pastena cave,-23.0,2.2,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
651,Pastena cave,-23.4,1.3,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
652,Pastena cave,-23.4,2.9,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
653,Pastena cave,-22.4,2.0,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
654,Pastena cave,-23.1,3.2,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
655,Pastena cave,-23.4,3.3,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
656,Pastena cave,-22.4,3.2,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,monococcum/dicoccum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
657,Pastena cave,-23.5,1.9,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,aestivum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
658,Pastena cave,-22.7,3.3,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,aestivum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
659,Pastena cave,-23.2,3.1,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,aestivum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
660,Pastena cave,-22.1,3.1,41.496667,13.489629,Poaceae,Charred seed,Early Bronze Age ; Middle Bronze Age,aestivum,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Italy,Central_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
661,Tell Tayinat,-23.07,5.82,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
662,Tell Tayinat,-22.71,5.58,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
663,Tell Tayinat,-23.21,4.76,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
664,Tell Tayinat,-23.29,8.15,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
665,Tell Tayinat,-23.71,4.71,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
666,Tell Tayinat,-23.98,7.77,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
667,Tell Tayinat,-24.01,2.33,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
668,Tell Tayinat,-23.49,2.83,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
669,Tell Tayinat,-24.08,4.38,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
670,Tell Tayinat,-24.03,4.54,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
671,Tell Tayinat,-21.89,6.72,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
672,Tell Tayinat,-22.91,2.63,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
673,Tell Tayinat,-23.36,3.22,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
674,Tell Tayinat,-24.33,2.58,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
675,Tell Tayinat,-22.28,2.86,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
676,Tell Tayinat,-23.39,6.72,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
677,Tell Tayinat,-22.94,4.38,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
678,Tell Tayinat,-22.69,4.77,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
679,Tell Tayinat,-22.12,1.97,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
680,Tell Tayinat,-23.35,1.83,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
681,Tell Tayinat,-23.14,3.62,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
682,Tell Tayinat,-21.72,2.73,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
683,Tell Tayinat,-22.97,2.49,36.240491,36.382199,Poaceae,Grain,,vulgare,Hordeum,2000 - 1500 BCE ; 1500 - 1000 BCE ; 1000 - 500 BCE,Turkey,Eastern_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
